Country Name,Country Code,Indicator Name,Indicator Code,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cambodia,KHM,"Population, total",SP.POP.TOTL,12561779,12787710,13016371,13246583,13477779,13714791,13943888,14155740,14363532,14573885,14786640,14999683,15210817,15417523,15624584,15830689,16025238,16207746,16396860,16589023,16767842,16944826
Kiribati,KIR,"Population, total",SP.POP.TOTL,92400,94302,96224,98164,100083,101998,103966,105996,107995,109871,111618,113311,114985,116707,118513,120362,122261,124241,126463,128874,131232,133515
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,46264,46431,46580,46725,46874,47015,47156,47286,47403,47581,47727,47767,47789,47790,47788,47785,47761,47712,47642,47606,47657,47755
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,47644736,47892330,48082519,48184561,48438292,48683638,49054708,49307835,49554112,49936638,50199853,50428893,50746659,51014947,51217803,51361911,51585058,51764822,51836239,51769539,51672569,51712619
Kuwait,KWT,"Population, total",SP.POP.TOTL,2047364,2101506,2153481,2235403,2363409,2506769,2650930,2795550,2943356,3143825,3394663,3646518,3761584,3908743,4048085,4124904,4317185,4441100,4360444,4250114,4268873,4310108
Latin America & Caribbean (excluding high income),LAC,"Population, total",SP.POP.TOTL,481353718,487688819,493917791,500076606,506094784,511989821,517759389,523473668,528978305,535014773,541048298,546954103,552781789,558562792,564377885,570381211,576620516,582701622,588011178,592503434,596596955,600825676
Lao PDR,LAO,"Population, total",SP.POP.TOTL,5606101,5689065,5768167,5852970,5946593,6041348,6135861,6229930,6323418,6416327,6508803,6600742,6691454,6787419,6891363,6997917,7105006,7212053,7319399,7425057,7529475,7633779
Lebanon,LBN,"Population, total",SP.POP.TOTL,4446666,4504807,4574797,4643044,4719864,4809608,4887613,4951135,4995800,5045056,5178337,5678851,6274342,6398940,6258619,6109252,5950839,5781907,5662923,5592631,5489739,5353930
Liberia,LBR,"Population, total",SP.POP.TOTL,3060599,3085173,3122447,3266318,3455397,3632740,3783887,3905066,4019956,4181150,4331740,4427313,4519398,4612329,4706097,4796631,4889391,4985289,5087584,5193416,5302681,5418377
Libya,LBY,"Population, total",SP.POP.TOTL,5405326,5542641,5687563,5837986,5973369,6097177,6228370,6360191,6491988,6188132,5869870,5985221,6097764,6192235,6282196,6378261,6477793,6569088,6653942,6735277,6812341,6888388
St. Lucia,LCA,"Population, total",SP.POP.TOTL,161799,163047,164239,165386,166470,167518,168576,169688,170935,172145,173124,173978,174804,175623,176413,177163,177888,178583,179237,179651,179857,180251
Latin America & Caribbean,LCN,"Population, total",SP.POP.TOTL,535935546,542976557,549897638,556739532,563424119,569972223,576386180,582738079,588873862,595510008,602139396,608642242,615046755,621390109,627667493,633795231,639626265,645293844,650533026,654978670,659306928,664155299
Least developed countries: UN classification,LDC,"Population, total",SP.POP.TOTL,695099275,713279960,731086901,749189504,767538041,785635469,803947600,823002155,842807198,863421305,884653995,906405074,928661685,951184941,974516186,998532743,1022731692,1047426093,1072970944,1098791080,1124396999,1150346774
Low income,LIC,"Population, total",SP.POP.TOTL,404771898,417212831,429354375,441886612,455313027,469010772,482640782,496609143,510897321,525506329,540002626,553835758,567702296,582173028,597683499,613946858,630865826,648755452,667053670,685250041,703727949,722984063
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,33693,34000,34300,34603,34889,35150,35401,35675,35926,36189,36505,36806,37096,37355,37609,37889,38181,38482,38756,39039,39327,39584
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,19110707,19303180,19490431,19673866,19870706,20078655,20285643,20482477,20668557,20859743,21017147,21131756,21239457,21336697,21425494,21506813,21670000,21803000,21919000,22156000,22181000,22037000
Lower middle income,LMC,"Population, total",SP.POP.TOTL,2198877481,2240162906,2281546588,2322476208,2362904109,2403305272,2443449823,2483987657,2525974118,2568598935,2610684758,2653214685,2695950000,2737695800,2779326476,2821058566,2862391122,2903108878,2943860780,2983113040,3020375650,3059564861
Low & middle income,LMY,"Population, total",SP.POP.TOTL,5014109152,5088853415,5163432770,5237940420,5311879939,5384897109,5458824459,5533964000,5610455957,5689033832,5769216950,5849715412,5929949445,6009439133,6088698400,6168617518,6247396829,6324580903,6398830423,6467799496,6527353351,6593137026
Lesotho,LSO,"Population, total",SP.POP.TOTL,1997534,1993030,1985384,1977424,1976780,1983465,1995014,2009169,2022747,2037677,2054718,2073939,2095242,2118521,2143872,2170617,2198017,2225702,2254100,2281454,2305825,2330318
Late-demographic dividend,LTE,"Population, total",SP.POP.TOTL,2074581734,2088087419,2101394737,2114863550,2128474052,2142072086,2155970810,2169765463,2182659481,2196448219,2212426916,2228642364,2244311001,2258792292,2272847109,2287248399,2299720675,2310338402,2318233156,2323185156,2325328254,2326833223
Lithuania,LTU,"Population, total",SP.POP.TOTL,3443067,3415213,3377075,3322528,3269909,3231294,3198231,3162916,3097282,3028115,2987773,2957689,2932367,2904910,2868231,2828403,2801543,2794137,2794885,2800839,2831639,2871897
Luxembourg,LUX,"Population, total",SP.POP.TOTL,446175,451630,458095,465158,472637,479993,488650,497783,506953,518347,530946,543360,556319,569604,582014,596336,607950,620001,630419,640064,653103,668606
Latvia,LVA,"Population, total",SP.POP.TOTL,2310173,2287955,2263122,2238799,2218357,2200325,2177322,2141669,2097555,2059709,2034319,2012647,1993782,1977527,1959537,1942248,1927174,1913822,1900449,1884490,1879383,1881750
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,449665,462533,475529,488619,501863,515330,529038,543021,557297,571003,582766,593374,604167,615239,626688,638609,650991,663653,676283,686607,695168,704149
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,31160,31929,32697,33452,34183,34887,35541,36132,36458,36350,36026,35639,35261,35020,34811,34496,33852,33121,32553,31948,31791,32077
Morocco,MAR,"Population, total",SP.POP.TOTL,29301817,29661270,30033125,30431902,30833022,31232633,31634992,32042877,32464865,32903699,33352169,33803527,34248603,34680458,35107264,35528115,35927511,36304408,36688772,37076584,37457971,37840044
Monaco,MCO,"Population, total",SP.POP.TOTL,32386,32316,32236,32141,32011,31823,31862,32401,33178,33945,34700,35425,36110,36760,37071,37044,37029,37034,36922,36686,36469,36297
Moldova,MDA,"Population, total",SP.POP.TOTL,2911385,2903198,2896023,2888985,2880967,2874299,2868833,2865213,2862354,2860699,2860324,2859558,2857815,2835978,2803186,2755189,2707203,2664224,2635130,2595809,2538894,2486891
Madagascar,MDG,"Population, total",SP.POP.TOTL,17211934,17724310,18250774,18792171,19350299,19924958,20513599,21117092,21731053,22348158,22966240,23588073,24215976,24850912,25501941,26169542,26846541,27533134,28225177,28915653,29611714,30325732
Maldives,MDV,"Population, total",SP.POP.TOTL,292284,297226,302135,307018,314401,325126,336883,349037,361575,374440,387539,400728,416738,435582,454252,472442,489758,504508,514438,521457,523787,521021
Middle East & North Africa,MEA,"Population, total",SP.POP.TOTL,333949565,340215354,347044925,354462370,362633997,371324802,380294099,389332369,397997557,406045323,414117603,422790409,431664579,440506473,448917409,456885486,465073490,473201775,479966649,486174763,493279469,500787313
Mexico,MEX,"Population, total",SP.POP.TOTL,100917081,102429341,103945813,105442402,106886790,108302973,109684489,111049428,112532401,114150481,115755909,117290686,118755887,120149897,121519221,122839258,124013861,125085311,125998302,126705138,127504125,128455567
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,54496,54493,54435,54337,54208,54038,53816,53593,53416,52971,52203,51352,50419,49410,48329,47187,45989,44728,43413,42050,41569,41996
Middle income,MIC,"Population, total",SP.POP.TOTL,4609337254,4671640584,4734078395,4796053808,4856566912,4915886337,4976183677,5037354857,5099558636,5163527503,5229214324,5295879654,5362247149,5427266105,5491014901,5554670660,5616531003,5675825451,5731776753,5782549455,5823625402,5870152963
North Macedonia,MKD,"Population, total",SP.POP.TOTL,2020157,2022725,2016186,2005330,1994287,1982933,1971493,1958782,1946298,1937398,1929821,1922716,1917557,1912430,1906313,1898657,1889051,1876262,1856124,1837114,1831712,1811980
Mali,MLI,"Population, total",SP.POP.TOTL,11952660,12342165,12751995,13180551,13623541,14080912,14551117,15032635,15529181,16039734,16514687,17004033,17551814,18112907,18700106,19311355,19934298,20567424,21224040,21904983,22593590,23293698
Malta,MLT,"Population, total",SP.POP.TOTL,395969,398582,401268,403834,405308,406724,409379,412477,414508,416268,420028,425967,434558,445053,455356,467999,484630,504062,515332,518536,531113,553214
Myanmar,MMR,"Population, total",SP.POP.TOTL,46480230,46924293,47338446,47724471,48088274,48445647,48729486,49015836,49390988,49794522,50218185,50648334,51072436,51483949,51892349,52288341,52666014,53040212,53423198,53798084,54179306,54577997
Middle East & North Africa (excluding high income),MNA,"Population, total",SP.POP.TOTL,294813993,300102895,305945780,311948573,317983066,324080392,330293304,336675037,343313330,349770162,356239722,363310225,370756356,378137339,385054538,391607422,398375344,405259403,411810124,418047201,424328381,430857111
Montenegro,MNE,"Population, total",SP.POP.TOTL,609828,612267,613353,614261,615025,615875,616969,618294,619428,620079,620601,621207,621810,622159,622303,622373,622227,622028,621306,619211,617213,616177
Mongolia,MNG,"Population, total",SP.POP.TOTL,2494617,2516454,2537949,2559255,2581242,2605643,2633887,2666713,2702520,2743938,2792349,2845153,2902823,2964749,3029555,3096030,3163991,3232430,3294335,3347782,3398366,3447157
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,77162,74623,71898,69025,66060,63050,60032,57056,54087,52520,52359,52141,51856,51514,51133,50729,50304,49858,49587,49481,49551,49796
Mozambique,MOZ,"Population, total",SP.POP.TOTL,18694946,19186754,19694411,20211114,20735982,21280513,21845571,22436660,23073723,23760421,24487611,25251731,26038704,26843246,27696493,28569441,29423878,30285595,31178239,32077072,32969518,33897354
Mauritania,MRT,"Population, total",SP.POP.TOTL,2821703,2883326,2946575,3012360,3081229,3153508,3233336,3322616,3419461,3524249,3636113,3742959,3843174,3946220,4051890,4160015,4270712,4383849,4498604,4614974,4736139,4862989
Mauritius,MUS,"Population, total",SP.POP.TOTL,1204621,1213370,1221003,1228254,1233996,1239630,1244121,1247429,1250400,1252404,1255882,1258927,1261208,1262879,1263747,1264887,1265577,1265985,1266014,1266334,1262523,1261041
Malawi,MWI,"Population, total",SP.POP.TOTL,11784498,12087965,12411342,12755648,13118307,13495463,13889423,14298932,14718422,15146094,15581251,16024775,16477966,16938942,17405624,17881167,18367883,18867337,19377061,19889742,20405317,20931751
Malaysia,MYS,"Population, total",SP.POP.TOTL,24142445,24739411,25333247,25923536,26509413,27092604,27664296,28217204,28717731,29184133,29660212,30134807,30606459,31068833,31526418,31975806,32399271,32804020,33199993,33573874,33938221,34308525
North America,NAC,"Population, total",SP.POP.TOTL,319047304,321813719,324807845,327823485,331015628,334184981,337406537,340467234,343398169,345987266,348655855,351205940,353885533,356508729,359247112,361731076,363974737,366012359,369619464,370352605,372274062,375076145
Namibia,NAM,"Population, total",SP.POP.TOTL,1888525,1915425,1939406,1962865,1986558,2011492,2038552,2067919,2099271,2132340,2167470,2204510,2243001,2282704,2323352,2364534,2405680,2446644,2489098,2530151,2567012,2604172
New Caledonia,NCL,"Population, total",SP.POP.TOTL,221490,225296,228750,232250,235750,239250,242750,245950,249750,254350,259000,263650,268050,269460,270220,270810,271170,271240,271080,270390,269215,267940
Niger,NER,"Population, total",SP.POP.TOTL,12456517,12900790,13366885,13855221,14365168,14897873,15455175,16037915,16647543,17283112,17954407,18653199,19372014,20128124,20921743,21737922,22577058,23443393,24333639,25252722,26207977,27202843
Nigeria,NGA,"Population, total",SP.POP.TOTL,129583026,133119801,136756848,140490722,144329764,148294028,152382506,156595758,160952853,165463745,170075932,174726123,179379016,183995785,188666931,193495907,198387623,203304492,208327405,213401323,218541212,223804632
Nicaragua,NIC,"Population, total",SP.POP.TOTL,5259006,5323062,5386223,5454678,5529811,5607453,5687744,5770639,5855734,5942553,6030607,6119379,6208676,6298598,6389235,6480532,6572233,6663924,6755895,6850540,6948392,7046310
Netherlands,NLD,"Population, total",SP.POP.TOTL,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962,16804432,16865008,16939923,17030314,17131296,17231624,17344874,17441500,17533044,17700982,17879488
Norway,NOR,"Population, total",SP.POP.TOTL,4538159,4564855,4591910,4623291,4660677,4709153,4768212,4828726,4889252,4953088,5018573,5079623,5137232,5188607,5234519,5276968,5311916,5347896,5379475,5408320,5457127,5519594
Nepal,NPL,"Population, total",SP.POP.TOTL,25332178,25682908,26003965,26285110,26518971,26713655,26881544,27026941,27161567,27266399,27330694,27381555,27462106,27610325,27861186,28183426,28506712,28832496,29348627,30034989,30547580,30896590
Nauru,NRU,"Population, total",SP.POP.TOTL,10351,10344,10335,10318,10294,10267,10243,10233,10241,10283,10444,10694,10940,11185,11437,11682,11924,12132,12315,12511,12668,12780
New Zealand,NZL,"Population, total",SP.POP.TOTL,3948500,4027200,4087500,4133900,4184600,4223800,4259800,4302600,4350700,4384000,4408100,4442100,4516500,4609400,4714100,4813600,4900600,4979200,5090200,5111300,5117200,5223100
OECD members,OED,"Population, total",SP.POP.TOTL,1218395106,1227424218,1236495045,1245446032,1254649829,1263898714,1273582233,1282496705,1290949310,1297593832,1305512665,1313642010,1322072133,1330316951,1338792226,1346867182,1354843844,1362032167,1369502262,1371972508,1377465841,1385005653
Oman,OMN,"Population, total",SP.POP.TOTL,2403659,2431600,2468855,2515192,2560649,2605700,2651028,2697537,2881914,3206870,3535579,3816680,4009267,4191776,4398070,4541854,4601157,4602768,4543399,4520471,4576298,4644384
Other small states,OSS,"Population, total",SP.POP.TOTL,10909992,11056256,11222098,11405515,11594881,11789816,11986192,12174812,12328684,12440374,12569929,12725773,12900102,13082531,13258300,13439650,13608679,13751038,13853034,13943732,14095313,14240737
Pakistan,PAK,"Population, total",SP.POP.TOTL,163262807,166876680,170648620,174372098,178069984,181924521,185931955,190123222,194454498,198602738,202205861,205337562,208251628,210969298,213524840,216379655,219731479,223293280,227196741,231402117,235824862,240485658
Panama,PAN,"Population, total",SP.POP.TOTL,3120990,3181608,3243311,3305868,3368573,3431614,3495276,3559343,3623617,3688674,3754862,3821556,3888793,3957099,4026336,4096063,4165255,4232532,4294396,4351267,4408581,4468087
Peru,PER,"Population, total",SP.POP.TOTL,27334503,27623341,27893911,28147267,28381078,28600387,28806185,29009326,29229572,29477721,29749589,30038809,30353951,30711863,31132779,31605486,32203944,32824861,33304756,33715471,34049588,34352719
Philippines,PHL,"Population, total",SP.POP.TOTL,81285572,82942837,84607501,86261250,87901835,89561377,91252326,92946951,94636700,96337913,98032317,99700107,101325201,103031365,104875266,106738501,108568836,110380804,112190977,113880328,115559009,117337368
Palau,PLW,"Population, total",SP.POP.TOTL,19851,19880,19907,19831,19619,19366,19102,18826,18540,18240,17946,17805,17796,17794,17816,17837,17864,17916,17972,18024,18055,18058
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,5892596,6090980,6293166,6498818,6708217,6921066,7137988,7358890,7583269,7806637,8026545,8245627,8464153,8682174,8899169,9114796,9329227,9542486,9749640,9949437,10142619,10329931
Poland,POL,"Population, total",SP.POP.TOTL,38230364,38204570,38182222,38165445,38141267,38120560,38125759,38151603,38042794,38063255,38063164,38040196,38011735,37986412,37970087,37974826,37974750,37965475,37899070,37747124,36821749,36685849
Pre-demographic dividend,PRE,"Population, total",SP.POP.TOTL,586023563,604077372,621974508,640493810,659115651,677333522,697003893,718121906,739525992,761717101,784822780,808542070,832469778,856420253,880891473,905987912,931467165,957503246,984213438,1011043183,1038012552,1065710613
